1_112	0.906961959776498
1_170	0.4546704959257881
1_370	0.43392158233054634
1_482	0.4546704959257881
1_555	0.4546704959257881
1_827	0.906961959776498
1_1268	0.8612652323360491
1_1946	0.12580156818353058
1_1990	0.12580156818353058
1_3014	0.43392158233054634
1_3392	0.7516114581657498
1_3430	0.267620703436039
1_3966	0.12580156818353058
1_3982	0.8612652323360491
1_4036	0.906961959776498
1_4056	0.906961959776498
1_4285	0.906961959776498
1_4606	0.7516114581657498
1_4940	0.906961959776498
1_6384	0.8612652323360491
1_6405	0.8612652323360491
1_6423	0.906961959776498
1_6760	0.12580156818353058
1_7043	0.8612652323360491
1_7047	0.8612652323360491
1_7960	0.906961959776498
1_8212	0.6416202571119797
1_8365	0.8761530804974319
1_8515	0.906961959776498
1_8975	0.906961959776498
1_8995	0.906961959776498
1_9029	0.906961959776498
1_9235	0.906961959776498
1_9391	0.7227718818763756
1_9393	0.906961959776498
1_9422	0.906961959776498
1_9700	0.12580156818353058
1_10204	0.21343911284887274
1_10301	0.35317346940400285
1_11123	0.07241852975607545
1_11217	0.8507695694601336
1_11431	0.6416202571119797
1_11567	0.7516114581657498
1_11588	0.15157818155102623
1_11870	0.8612652323360491
1_12504	0.906961959776498
1_13242	0.4546704959257881
1_13277	0.906961959776498
1_13322	0.906961959776498
1_13590	0.7227718818763756
